Station,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron
PS71/178,-69.397,359.96686,499.9,0.584,34.651001,,
PS71/178,-69.397,359.96686,500.0,,,,
PS71/178,-69.397,359.96686,500.1,0.583,34.651001,,
PS71/178,-69.397,359.96686,500.3,0.581,34.651001,,
PS71/178,-69.397,359.96686,500.4,0.585,34.651001,,
PS71/178,-69.397,359.96686,500.8,0.574,34.651001,,
PS71/178,-69.397,359.96686,501.9,0.667,34.654999,32.419998,0.946341
PS71/178,-69.397,359.96686,700.5,0.415,34.650002,32.459999,0.663415
PS71/178,-69.397,359.96686,744.3,0.399,34.657001,,
PS71/178,-69.397,359.96686,744.6,0.398,34.657001,,
PS71/178,-69.397,359.96686,744.6,0.398,34.657001,,
PS71/178,-69.397,359.96686,744.6,0.398,34.657001,,
PS71/178,-69.397,359.96686,744.7,0.398,34.657001,,
PS71/178,-69.397,359.96686,749.8,0.401,34.66,,
PS71/178,-69.397,359.96686,750.0,0.401,34.66,,
PS71/178,-69.397,359.96686,799.8,0.39,34.660999,,
PS71/178,-69.397,359.96686,800.0,,,,
PS71/178,-69.397,359.96686,800.2,0.39,34.660999,,
PS71/178,-69.397,359.96686,800.2,0.394,34.657001,32.330002,0.507317
PS71/178,-69.397,359.96686,998.5,0.359,34.672001,,
PS71/178,-69.397,359.96686,998.6,0.359,34.672001,,
PS71/178,-69.397,359.96686,998.9,0.384,34.667999,32.59,0.585366
PS71/178,-69.397,359.96686,999.6,0.37,34.669998,,
PS71/178,-69.397,359.96686,999.8,0.37,34.671001,,
PS71/178,-69.397,359.96686,999.9,0.369,34.671001,,
PS71/178,-69.397,359.96686,1000.0,,,,
PS71/178,-69.397,359.96686,1000.2,0.369,34.671001,,
PS71/178,-69.397,359.96686,1000.3,0.37,34.669998,,
PS71/178,-69.397,359.96686,1000.3,0.369,34.671001,,
PS71/178,-69.397,359.96686,1000.5,0.369,34.671001,,
PS71/178,-69.397,359.96686,1001.1,0.37,34.669998,,
PS71/178,-69.397,359.96686,1001.1,0.37,34.669998,,
PS71/178,-69.397,359.96686,1250.0,0.314,34.672001,32.689999,0.526829
PS71/178,-69.397,359.96686,1250.3,0.306,34.674,,
PS71/178,-69.397,359.96686,1499.7,0.241,34.672001,,
PS71/178,-69.397,359.96686,1500.0,,,,
PS71/178,-69.397,359.96686,1500.1,0.211,34.672001,,
PS71/178,-69.397,359.96686,1500.1,0.241,34.671001,32.709999,0.497561
PS71/178,-69.397,359.96686,1500.2,0.241,34.672001,,
PS71/178,-69.397,359.96686,1500.5,0.211,34.672001,,
PS71/178,-69.397,359.96686,1600.6,0.208,34.669998,32.619999,0.517073
PS71/178,-69.397,359.96686,1699.3,0.192,34.669998,32.52,0.468293
PS71/178,-69.397,359.96686,1746.5,0.133,34.669998,,
PS71/178,-69.397,359.96686,1748.8,0.176,34.668999,32.450001,0.429268
PS71/178,-69.397,359.96686,1778.4,0.123,34.668999,,
PS71/178,-69.397,359.96686,1799.6,0.169,34.668999,32.5,0.468293
PS71/178,-69.397,359.96686,1850.0,0.158,34.667999,32.400002,0.419512
PS71/178,-69.397,359.96686,1899.3,0.106,34.668999,,
PS71/178,-69.397,359.96686,1909.8,0.156,34.668999,32.490002,0.478049
PS71/178,-69.397,359.96686,1963.7,0.111,34.668999,,
PS71/178,-69.397,359.96686,1984.0,0.121,34.668999,,
PS71/178,-69.397,359.96686,1984.7,0.12,34.668999,,
